95,0
85,1
77,2
83,3
80,4
77,5
77,6
87,7
97,8
90,9
82,10
76,11
83,12
74,13
73,14
87,15
87,16
81,17
84,18
87,19
73,20
82,21
92,22
72,23
71,24
77,25
77,26
86,27
76,28
74,29
78,28
88,29
85,29
89,30
86,30
93,31
76,31
77,30
75,31
94,31
84,31
84,31
73,31
82,31
72,30
71,31
91,31
87,31
69,32
80,31
71,31
74,31
74,31
79,31
80,31
83,31
77,32
86,32
88,33
85,33
82,33
82,34
71,34
78,35
87,35
75,34
81,34
74,35
80,35
79,36
78,36
68,36
71,36
78,37
74,36
76,36
69,36
75,37
67,35
75,35
69,34
73,35
63,36
75,36
80,37
67,37
72,37
72,37
71,35
71,36
76,36
76,36
72,36
76,36
75,35
72,35
74,34
71,35
69,35
65,35
75,36
71,37
68,37
70,38
69,38
71,39
74,39
79,0
84,1
76,2
79,3
78,4
79,5
76,6
79,7
78,8
77,9
79,10
81,11
81,12
81,13
80,14
78,15
77,16
79,17
82,18
80,19
81,20
77,21
79,22
80,23
80,24
82,25
82,26
76,27
82,28
81,29
79,30
76,31
78,32
83,33
81,34
79,35
81,36
82,37
72,38
76,36
77,35
73,36
84,36
76,36
76,36
77,37
71,36
72,36
79,37
75,36
74,36
71,35
69,35
79,35
69,35
69,32
70,32
71,32
67,32
76,33
70,34
74,35
69,35
74,35
65,34
70,32
73,32
72,32
72,32
70,32
69,32
69,32
68,32
63,31
71,30
69,29
67,29
66,29
72,29
66,29
65,29
75,23
74,24
66,20
66,20
69,21
67,21
65,20
66,21
68,22
69,23
62,23
59,23
63,23
62,23
69,24
64,24
60,25
69,25
63,26
68,26
62,24
64,24
62,24
64,25
61,26
60,26
62,26
72,27
59,27
61,26
61,24
63,25
64,25
65,26
66,26
64,27
62,26
61,26
64,25
65,25
67,23
66,23
63,23
68,24
64,23
70,22
72,23
59,24
66,23
64,24
60,25
62,23
71,21
66,22
66,23
67,24
64,25
69,26
70,24
68,25
68,25
67,26
66,26
76,24
76,24
71,24
79,22
72,23
73,23
76,24
79,23
74,24
71,24
74,24
78,24
79,24
76,25
71,24
76,25
74,25
75,26
73,27
74,27
72,28
73,29
71,28
72,29
74,28
70,28
71,28
72,29
68,30
67,29
71,29
71,30
68,30
67,30
68,31
71,32
65,30
63,31
62,31
65,32
75,31
66,29
70,29
66,30
73,30
75,31
67,30
67,31
65,30
73,30
68,30
74,31
67,30
57,28
59,28
65,29
70,29
77,27
77,28
72,26
63,27
64,28
67,28
63,29
71,29
71,29
69,29
62,30
70,30
69,30
69,30
69,30
70,30
70,29
71,29
65,30
67,29
69,30
74,30
67,29
67,30
72,29
72,30
70,30
71,31
63,32
68,31
72,32
69,33
69,31
69,32
73,33
68,33
70,33
70,34
69,34
71,35
71,36
72,34
62,34
69,35
62,36
70,36
67,36
69,35
68,35
67,36
69,36
68,36
74,36
75,36
67,36
65,36
64,32
73,32
70,33
69,33
72,33
68,29
70,27
62,28
64,28
59,27
73,28
72,27
67,28
72,29
67,27
71,28
73,28
68,28
58,28
66,28
63,28
69,28
71,28
75,26
71,26
71,27
73,27
72,28
71,28
73,27
75,28
77,28
73,29
81,30
67,30
80,30
84,30
78,31
67,30
72,29
75,29
78,29
81,29
82,29
81,29
76,28
81,29
78,30
76,30
81,31
80,32
80,32
79,31
74,32
77,33
78,33
70,34
76,34
67,33
62,34
75,34
65,33
64,32
68,33
69,33
70,31
65,32
71,32
75,32
69,32
72,32
67,33
68,33
69,34
66,35
71,36
54,33
61,33
59,32
55,33
51,34
57,34
69,33
60,34
73,33
58,33
65,34
65,35
67,35
64,35
68,34
71,34
77,35
65,35
65,36
71,36
58,35
68,33
73,33
74,33
73,33
76,32
71,30
74,29
72,29
68,27
69,28
68,29
65,29
75,30
75,30
72,29
69,30
73,31
72,31
72,32
74,32
71,31
72,32
65,30
66,29
65,30
63,30
67,29
66,30
70,31
71,31
66,30
72,31
75,31
65,31
71,32
73,32
71,32
63,32
63,33
73,34
72,33
69,34
72,35
64,35
70,33
68,34
70,35
74,35
74,36
68,35
65,36
75,36
63,36
72,35
63,33
66,34
66,34
69,35
65,35
62,36
62,34
64,34
59,33
66,33
66,33
62,32
58,30
61,30
62,30
61,30
61,31
66,29
63,29
63,30
61,29
61,29
57,25
64,25
63,25
63,25
62,23
64,23
60,23
63,23
59,24
63,22
60,22
65,23
63,22
58,22
65,23
68,22
64,21
64,22
70,23
63,24
65,23
64,23
71,24
74,24
73,25
66,25
76,25
78,25
79,26
78,27
70,27
65,28
68,29
65,29
72,27
72,27
72,28
73,28
59,25
73,25
72,26
68,26
65,27
74,28
53,27
72,26
74,25
65,26
63,26
67,26
72,27
70,27
73,28
71,28
77,29
73,29
77,30
69,31
64,32
70,33
73,32
63,32
60,33
74,33
62,34
68,34
75,34
66,34
64,35
73,35
67,36
65,36
63,36
58,34
57,35
74,35
55,33
52,34
56,34
50,34
58,34
63,33
52,34
64,33
64,32
63,33
53,33
64,34
68,33
73,34
49,34
51,33
60,32
51,32
51,30
58,31
52,31
50,32
63,30
54,30
55,31
55,32
52,33
57,32
53,33
53,32
62,33
64,32
65,33
58,33
51,32
50,32
48,33
71,33
55,31
58,32
55,32
58,31
53,31
54,32
55,33
76,32
57,31
57,31
72,30
64,30
72,31
68,31
60,32
55,32
65,31
67,32
55,33
76,33
54,32
52,33
71,30
62,31
68,29
55,27
56,27
53,27
66,27
62,27
69,26
70,27
51,27
66,25
54,26
62,27
70,27
58,26
68,27
53,28
72,28
68,26
67,23
71,23
70,23
68,24
68,25
71,25
70,26
75,26
76,25
74,25
73,25
74,26
70,26
74,27
72,27
75,28
72,27
73,28
72,26
69,27
70,27
71,28
72,29
71,30
67,31
67,32
69,32
73,33
73,34
71,33
69,34
72,34
73,35
52,35
71,34
74,34
69,33
71,33
65,33
67,33
57,34
71,33
71,33
66,34
64,34
63,34
65,34
68,35
55,35
58,35
54,35
67,34
64,34
66,34
66,34
64,33
58,32
62,32
59,33
59,32
67,31
62,30
52,31
44,32
63,31
63,32
61,33
52,31
56,31
70,31
66,31
71,29
72,29
75,29
66,29
70,29
73,30
68,31
47,30
48,31
49,31
56,30
75,30
75,31
73,30
70,29
74,29
74,30
62,31
68,32
67,29
72,27
59,27
54,28
71,28
73,28
63,29
65,28
58,28
71,29
70,30
59,29
71,28
69,29
73,29
72,30
72,31
66,31
71,32
67,33
73,34
73,35
71,35
70,34
55,35
56,36
68,37
51,35
70,36
52,37
50,37
51,38
71,36
68,36
50,35
49,34
70,34
47,35
64,35
46,36
55,37
55,37
58,37
58,37
59,37
57,38
67,38
70,38
63,37
68,38
74,36
71,37
70,37
76,38
72,36
72,37
68,36
71,37
71,38
60,38
77,38
68,38
61,38
72,37
67,37
66,37
65,37
69,37
70,37
67,36
62,37
66,37
68,36
62,36
85,0
81,1
84,2
76,3
72,4
81,5
85,6
77,7
73,8
81,9
80,10
85,11
63,12
79,13
72,14
76,15
66,16
80,17
73,18
80,19
85,20
73,21
77,22
82,23
76,24
66,25
76,26
76,27
80,28
71,29
82,30
73,31
68,31
85,32
65,32
86,31
84,31
85,32
83,33
86,33
87,34
89,34
88,35
81,34
77,35
83,31
79,30
88,31
87,30
86,31
86,31
70,32
78,32
76,32
77,31
89,32
68,33
77,31
81,30
75,30
85,30
77,31
80,32
77,31
77,32
71,32
74,33
74,33
82,33
73,34
80,33
77,32
72,33
80,32
75,31
77,32
77,32
82,32
77,32
78,32
71,33
77,34
78,34
80,35
68,35
62,34
76,35
76,34
73,32
59,33
67,34
66,34
60,34
65,35
59,34
64,34
67,34
57,34
61,35
66,36
81,36
66,36
64,36
66,36
76,36
68,36
84,35
81,35
67,35
64,35
80,35
71,31
72,32
72,32
73,33
75,33
79,34
69,34
68,35
62,35
72,35
63,34
65,35
66,35
73,34
71,33
73,34
70,35
62,34
58,35
74,35
